5.0,3.15797577568e-39,4.84213496011e-35,1.6320327265e-24,1.43048252739e-20,6.16816289182e-15
10.0,3.15797577568e-39,4.84213496011e-35,1.6320327265e-24,1.43048252739e-20,6.16816289182e-15,2.24595270385e-14,5.69793761766e-14,9.89267503352e-14,1.16647055443e-13,1.99000006728e-13
20.0,3.15797577568e-39,4.84213496011e-35,1.6320327265e-24,1.43048252739e-20,6.16816289182e-15,2.24595270385e-14,5.69793761766e-14,9.89267503352e-14,1.16647055443e-13,1.99000006728e-13,2.02819933922e-13,2.09395685649e-13,2.14597984483e-13,2.15771921414e-13,2.24189853158e-13,2.27211243508e-13,2.46460390676e-13,2.94079189741e-13,3.13182856983e-13,3.64229917036e-13
30.0,3.15797577568e-39,4.84213496011e-35,1.6320327265e-24,1.43048252739e-20,6.16816289182e-15,2.24595270385e-14,5.69793761766e-14,9.89267503352e-14,1.16647055443e-13,1.99000006728e-13,2.02819933922e-13,2.09395685649e-13,2.14597984483e-13,2.15771921414e-13,2.24189853158e-13,2.27211243508e-13,2.46460390676e-13,2.94079189741e-13,3.13182856983e-13,3.64229917036e-13,4.01634383098e-13,4.25813752884e-13,4.38463762476e-13,4.65288631266e-13,4.71293732221e-13,4.71864941572e-13,4.72872736505e-13,4.97221592854e-13,4.99498586142e-13,6.1441708663e-13
40.0,3.15797577568e-39,4.84213496011e-35,1.6320327265e-24,1.43048252739e-20,6.16816289182e-15,2.24595270385e-14,5.69793761766e-14,9.89267503352e-14,1.16647055443e-13,1.99000006728e-13,2.02819933922e-13,2.09395685649e-13,2.14597984483e-13,2.15771921414e-13,2.24189853158e-13,2.27211243508e-13,2.46460390676e-13,2.94079189741e-13,3.13182856983e-13,3.64229917036e-13,4.01634383098e-13,4.25813752884e-13,4.38463762476e-13,4.65288631266e-13,4.71293732221e-13,4.71864941572e-13,4.72872736505e-13,4.97221592854e-13,4.99498586142e-13,6.1441708663e-13,7.4921407062e-13,8.61562851849e-13,9.8278187288e-13,9.98945142718e-13,1.12300565537e-12,1.49649981786e-12,1.9434421947e-12,2.00842861375e-12,2.16993682858e-12,2.74411190636e-12
50.0,3.15797577568e-39,4.84213496011e-35,1.6320327265e-24,1.43048252739e-20,6.16816289182e-15,2.24595270385e-14,5.69793761766e-14,9.89267503352e-14,1.16647055443e-13,1.99000006728e-13,2.02819933922e-13,2.09395685649e-13,2.14597984483e-13,2.15771921414e-13,2.24189853158e-13,2.27211243508e-13,2.46460390676e-13,2.94079189741e-13,3.13182856983e-13,3.64229917036e-13,4.01634383098e-13,4.25813752884e-13,4.38463762476e-13,4.65288631266e-13,4.71293732221e-13,4.71864941572e-13,4.72872736505e-13,4.97221592854e-13,4.99498586142e-13,6.1441708663e-13,7.4921407062e-13,8.61562851849e-13,9.8278187288e-13,9.98945142718e-13,1.12300565537e-12,1.49649981786e-12,1.9434421947e-12,2.00842861375e-12,2.16993682858e-12,2.74411190636e-12,4.86375377111e-12,5.26299875173e-12,6.37255057376e-12,7.01774088342e-12,7.66845941751e-12,7.94543154892e-12,8.46058069464e-12,9.11929679333e-12,9.4820951135e-12,1.43070689977e-11
