29,35,64,83,96
29,31,35,40,62,64,69,83,96,101
29,31,35,36,40,45,47,52,62,63,64,65,69,83,86,96,97,100,101,111
29,31,35,36,40,45,47,52,58,62,63,64,65,69,72,73,76,80,81,83,86,87,89,96,97,100,101,102,103,111
29,31,35,36,40,41,45,47,49,52,58,62,63,64,65,66,69,71,72,73,74,76,80,81,83,86,87,88,89,90,96,97,98,99,100,101,102,103,106,111
29,31,35,36,39,40,41,45,46,47,49,51,52,54,58,62,63,64,65,66,69,71,72,73,74,75,76,77,78,80,81,83,86,87,88,89,90,95,96,97,98,99,100,101,102,103,106,108,111,113
